-31.490	-25.296	-27.648
-37.953	-56.039	-16.258
-41.512	-59.134	-8.841
-35.171	-62.345	-8.479
-41.188	-59.019	0.028
-34.818	-32.526	23.834
-47.708	-42.265	21.184
-56.229	-55.914	7.697
-67.376	-51.876	-6.250
-56.274	-52.815	-20.811
-44.346	-37.659	-29.820
-76.197	-24.472	-4.906
-40.929	2.124	-10.668
-42.130	3.315	-1.537
-43.109	1.250	7.898
-76.280	-28.670	-4.485
